,title,id,vote_count,vote_average,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western
2198,Secret in Their Eyes,290751,336,6.2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2199,Disaster Movie,13805,240,3.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2200,Armored,4597,208,5.5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2201,The Man Who Knew Too Little,9414,125,6.5,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2202,What's Your Number?,63492,671,6.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2203,Lockout,81796,715,5.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2204,Envy,10710,139,4.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2205,Crank: High Voltage,15092,861,5.9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2206,Bullets Over Broadway,11382,130,7.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2207,One Night with the King,15005,12,6.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2208,The Quiet American,8198,81,6.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
2209,The Weather Man,6963,289,6.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2210,Undisputed,15070,139,6.1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2211,Ghost Town,12797,286,6.4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2212,12 Rounds,17134,220,5.7,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2213,Let Me In,41402,641,6.7,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
2214,3 Ninjas Kick Back,18885,48,4.5,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2215,Be Kind Rewind,4953,424,6.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2216,Mrs Henderson Presents,10773,62,6.4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2217,Triple 9,146198,797,5.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2218,Deconstructing Harry,2639,187,7.3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2219,Three to Tango,10563,62,5.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2220,Burnt,295964,950,6.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2221,We're No Angels,5971,105,5.6,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2222,Everyone Says I Love You,9716,147,6.5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2223,Death Sentence,11835,297,6.5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2224,Everybody's Fine,26171,284,6.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2225,Superbabies: Baby Geniuses 2,31117,35,1.9,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2226,The Man,9074,133,5.4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2227,Code Name: The Cleaner,14396,78,4.7,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2228,Connie and Carla,15673,24,6.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229,Sweet Charity,42618,15,6.5,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
2230,Inherent Vice,171274,833,6.5,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
2231,Doogal,24432,18,3.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2232,Battle of the Year,109417,88,5.9,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2233,An American Carol,13948,20,4.1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2234,Machete Kills,106747,631,5.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2235,Willard,10929,82,5.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2236,Strange Wilderness,14220,69,4.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2237,Topsy-Turvy,46435,41,6.7,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2238,Little Boy,256962,185,7.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2239,A Dangerous Method,48231,571,6.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2240,A Scanner Darkly,3509,532,6.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2241,Chasing Mavericks,82684,216,7.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2242,Alone in the Dark,12142,173,3.1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
2243,Bandslam,23367,126,5.4,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
2244,Birth,10740,179,5.9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
2245,A Most Violent Year,241239,546,6.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2246,Passchendaele,14582,26,6.3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
2247,Flash of Genius,14914,59,6.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2248,I'm Not There.,3902,195,6.6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2249,The Cold Light of Day,77948,271,4.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2250,The Brothers Bloom,21755,203,6.8,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2251,"Synecdoche, New York",4960,278,7.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2252,Princess Mononoke,128,1983,8.2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2253,Bon voyage,14652,20,5.7,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2254,Can't Stop the Music,40932,9,4.9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2255,The Proposition,16608,218,7.1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
2256,My All American,334531,36,6.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2257,Marci X,32316,12,3.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2258,Equilibrium,7299,1552,6.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2259,The Children of Huang Shi,13405,52,6.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2260,The Yards,19457,97,6.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2261,The Oogieloves in the Big Balloon Adventure,112937,8,2.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2262,By the Sea,314385,156,5.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2263,Steamboy,8953,102,6.4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2264,The Game of Their Lives,29078,14,5.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2265,All Good Things,46503,286,5.9,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
2266,Rapa Nui,10448,33,6.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2267,CJ7,13688,107,6.1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
2268,The Visitors II: The Corridors of Time,10353,221,5.8,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2269,Dylan Dog: Dead of Night,43935,139,4.5,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
2270,People I Know,11458,48,5.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2271,The Tempest,44638,31,6.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2272,Regression,241257,585,5.3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
2273,Three Kingdoms: Resurrection of the Dragon,14538,35,6.6,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2274,Butterfly on a Wheel,13250,130,6.3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2275,Zambezia,133931,68,5.3,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2276,Dwegons,239897,1,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2277,Hands of Stone,184341,109,6.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2278,Survivor,334074,404,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2279,The Frozen Ground,199373,465,6.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2280,The Painted Veil,14202,312,7.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2281,The Baader Meinhof Complex,6968,157,7.1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
2282,Dances with Wolves,581,1046,7.6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2283,Bad Teacher,52449,1584,5.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2284,Sea of Love,12150,141,6.7,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2285,A Cinderella Story,11247,713,6.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2286,Scream,4232,1476,7.0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2287,Thir13en Ghosts,9378,440,5.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2288,The Shining,694,3757,8.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2289,Back to the Future,105,6079,8.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2290,House on Haunted Hill,11377,209,5.5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
2291,I Can Do Bad All By Myself,26367,40,6.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2292,Fight Valley,385383,8,3.9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2293,The Switch,41210,583,5.9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2294,Just Married,12090,404,5.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2295,The Devil's Double,62630,208,6.5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
2296,Thomas and the Magic Railroad,16110,8,4.6,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
2297,The Crazies,29427,633,6.2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2298,Spirited Away,129,3840,8.3,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2299,Firestorm,244114,43,5.9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2300,The Bounty,2669,108,6.5,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2301,The Book Thief,203833,1486,7.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2302,Sex Drive,13523,342,6.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2303,Leap Year,25195,465,6.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2304,The Fall of the Roman Empire,17277,33,6.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2305,Take Me Home Tonight,50725,208,6.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2306,Won't Back Down,82631,40,5.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2307,The Nutcracker,73191,5,5.6,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
2308,Kansas City,22479,12,6.1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
2309,Indignation,340611,69,6.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2310,The Amityville Horror,10065,588,6.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
2311,Adaptation.,2757,638,7.3,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2312,Land of the Dead,11683,381,6.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2313,Out of Inferno,244339,11,5.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2314,Fear and Loathing in Las Vegas,1878,1301,7.2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2315,The Invention of Lying,23082,518,6.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2316,Neighbors,195589,2713,6.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2317,The Mask,854,2472,6.6,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2318,Big,2280,993,6.9,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
2319,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,496,1579,6.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2320,Legally Blonde,8835,882,6.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2321,Star Trek III: The Search for Spock,157,434,6.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2322,The Exorcism of Emily Rose,8643,659,6.3,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
2323,Deuce Bigalow: Male Gigolo,10402,308,5.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2324,Left Behind,218043,392,3.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2325,The Family Stone,9043,249,6.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2326,Bad Santa,10147,656,6.5,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2327,Austin Powers: International Man of Mystery,816,1013,6.5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2328,My Big Fat Greek Wedding 2,302688,322,5.5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2329,Diary of a Wimpy Kid: Rodrick Rules,60307,238,6.3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2330,Predator,106,2093,7.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2331,Amadeus,279,1076,7.8,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
2332,Prom Night,8617,167,4.8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2333,Mean Girls,10625,2320,6.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2334,Under the Tuscan Sun,10934,172,6.4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2335,Gosford Park,5279,246,6.8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
2336,Peggy Sue Got Married,10013,136,5.9,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
2337,Birdman,194662,4535,7.4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2338,Blue Jasmine,160588,1098,7.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2339,United 93,9829,367,6.9,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
2340,Honey,10028,303,6.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
2341,Spy Hard,10535,147,4.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2342,The Fog,790,311,6.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2343,Soul Surfer,43959,342,6.9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2344,Catch-22,10364,72,6.7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2345,Observe and Report,16991,225,5.6,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2346,Conan the Destroyer,9610,383,5.8,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2347,Raging Bull,1578,938,7.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2348,Love Happens,25643,180,5.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2349,Young Sherlock Holmes,11904,167,6.7,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0
2350,Fame,28665,135,5.5,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
2351,127 Hours,44115,2606,7.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2352,Small Time Crooks,10569,155,6.4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2353,Center Stage,10560,90,6.8,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2354,Love the Coopers,333348,167,5.4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2355,Catch That Kid,20483,76,4.9,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2356,Life as a House,11457,120,7.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2357,Steve Jobs,321697,1573,6.8,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2358,"I Love You, Beth Cooper",19840,197,5.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2359,Youth in Revolt,22327,319,5.9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2360,The Legend of the Lone Ranger,38665,14,3.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2361,The Tailor of Panama,2575,92,6.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2362,Blow Out,11644,236,7.3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
2363,Getaway,146227,246,4.9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2364,The Ice Storm,68924,176,6.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2365,And So It Goes,253235,164,5.7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2366,Troop Beverly Hills,22102,56,5.6,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2367,Being Julia,18701,23,6.4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2368,Nine 1/2 Weeks,10068,177,5.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2369,Dragonslayer,848,67,6.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2370,The Last Station,36811,55,6.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2371,Ed Wood,522,630,7.3,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2372,Labor Day,130150,299,6.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2373,Mongol: The Rise of Genghis Khan,12246,158,6.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2374,RockNRolla,13809,836,6.9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2375,Megaforce,27380,15,3.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2376,Hamlet,10549,117,7.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2377,Mao's Last Dancer,33870,28,6.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2378,Midnight Special,245703,694,6.2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2379,Anything Else,10739,149,6.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2380,The Railway Man,127560,273,6.7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2381,The White Ribbon,37903,255,7.2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2382,Restoration,396152,11,5.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2383,The Wraith,10017,108,5.9,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
2384,Salton Sea,11468,104,7.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
2385,Metallica: Through the Never,193613,83,6.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2386,The Informers,17436,60,4.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2387,Carlos,43434,50,6.7,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
2388,I Come with the Rain,31166,20,5.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2389,One Man's Hero,69848,2,9.3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
2390,Day of the Dead,8408,270,6.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2391,I Am Wrath,332411,179,4.5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2392,Renaissance,9389,77,6.7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2393,Red Sonja,9626,206,5.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2394,Red Lights,75638,376,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2395,Superbad,8363,2100,7.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2396,Madea Goes to Jail,15670,52,6.4,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2397,Wolves,290555,82,5.7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2398,Step Up 2: The Streets,8328,640,6.5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
2399,Hoodwinked!,10982,479,5.9,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2400,Hotel Rwanda,205,793,7.5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2401,Hitman,1620,966,5.9,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2402,Black Nativity,175541,16,5.8,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2403,The Prince,241254,218,4.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2404,City of Ghosts,31932,18,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2405,The Others,1933,1660,7.4,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
2406,Aliens,679,3220,7.7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
2407,My Fair Lady,11113,352,7.4,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
2408,I Know What You Did Last Summer,3597,687,5.6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
2409,Let's Be Cops,193893,1219,6.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2410,Sideways,9675,478,6.9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2411,Beerfest,9988,172,5.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2412,Halloween,948,1035,7.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2413,Good Boy!,21765,30,4.7,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2414,The Best Man Holiday,146304,110,6.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2415,Smokin' Aces,7516,534,6.4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2416,Saw: The Final Chapter,41439,730,5.8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2417,40 Days and 40 Nights,2752,297,5.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2418,A Night at the Roxbury,9429,198,5.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2419,Beastly,38117,849,6.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
2420,The Hills Have Eyes,9792,705,6.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2421,Dickie Roberts: Former Child Star,13778,64,5.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2422,"McFarland, USA",228203,213,7.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2423,Lottery Ticket,41382,54,5.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2424,ATL,13960,32,6.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2425,Pitch Perfect,114150,2247,7.3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2426,Summer Catch,26602,63,4.8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2427,A Simple Plan,10223,187,6.9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
